"Banque","Ville","Code BIC","Code Banque","Code Pays 2c","Code Localité","Code agence"
"ODDO ET CIE","PARIS","ODDOFRPPOCO","ODDO","FR","PP","OCO"
"ODDO ET CIE","PARIS","ODDOFRPPOOP","ODDO","FR","PP","OOP"
"ODDO ET CIE","PARIS","ODDOFRPP","ODDO","FR","PP",""
"ODDO ET CIE ENTREPRISE D'INVESTISSEMENT","PARIS","ODDOFRCP","ODDO","FR","CP",""
"OFI ASSET MANAGEMENT","PARIS","OFIFFRPP","OFIF","FR","PP",""
"ORANGE SA","PARIS","FTELFRPP","FTEL","FR","PP",""
"ORWELL UNION PARTNERS LLP FRENCH BRANCH","PARIS","ORUNFRPP","ORUN","FR","PP",""
"OTV SA","SAINT MAURICE","OTVSFR22","OTVS","FR","22",""
"PAREL","PARIS","PAREFRPPCCL","PARE","FR","PP","CCL"
"PAREL","PARIS","PAREFRPPGDU","PARE","FR","PP","GDU"
"PAREL","PARIS","PAREFRPPCIB","PARE","FR","PP","CIB"
"PAREL","PARIS","PAREFRPPHVT","PARE","FR","PP","HVT"
"PAREL","PARIS","PAREFRPPINV","PARE","FR","PP","INV"
"PAREL","PARIS","PAREFRPPKCH","PARE","FR","PP","KCH"
"PAREL","PARIS","PAREFRPPNDG","PARE","FR","PP","NDG"
"PAREL","PARIS","PAREFRPP","PARE","FR","PP",""
"PAYTOP","PARIS","PAYPFRPP","PAYP","FR","PP",""
"PERNOD RICARD","PARIS","PRGRFRPP","PRGR","FR","PP",""
"PICTET AND CIE (EUROPE) S.A. SUCCURSALE DE PARIS","PARIS","PICTFRPP","PICT","FR","PP",""
"PICTET AND CIE (EUROPE) S.A. SUCCURSALE DE PARIS","PARIS","PICTFRPPROB","PICT","FR","PP","ROB"
"PIERRE FABRE SA","PARIS","PFSBFRPP","PFSB","FR","PP",""
"PROCAPITAL SA","PARIS","PROCFRPPPCB","PROC","FR","PP","PCB"
"PROCAPITAL SA","PARIS","PROCFRPP","PROC","FR","PP",""
"PROMOD SAS","MARCQ EN BAROEUL","PROMFR22","PROM","FR","22",""
"PUBLICIS FINANCE SERVICES SA","PARIS","PUBGFRPP","PUBG","FR","PP",""
"QATAR NATIONAL BANK","PARIS","QNBAFRPP","QNBA","FR","PP",""
"RABOBANK SUCCURSALE DE PARIS","PARIS","RABOFRPP","RABO","FR","PP",""
"RBC EUROPE LIMITED PARIS BRANCH","PARIS","ROYCFRPP","ROYC","FR","PP",""
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPPMOD","DISF","FR","PP","MOD"
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPPINV","DISF","FR","PP","INV"
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPP","DISF","FR","PP",""
"RCIBANQUE S.A.","NOISY LE GRAND","RCINFRPP","RCIN","FR","PP",""
"RENTABILIWEB EUROPE","LEVALLOIS PERRET","RWEBFRPP","RWEB","FR","PP",""
"RESEAU DE TRANSPORT D'ELECTRICITE","PARIS","RTEFFRPP","RTEF","FR","PP",""
"RESEAU FERRE DE FRANCE","PARIS","RFFRFRPP","RFFR","FR","PP",""
"REXEL DEVELOPPEMENT SAS","PARIS","REXLFRPP","REXL","FR","PP",""
"REXEL SA","PARIS","REXSFRPP","REXS","FR","PP",""
"ROBERTET SA","GRASSE","ROBTFR22","ROBT","FR","22",""
"ROTHSCHILD AND CIE BANQUE","PARIS","RCBPFRPR","RCBP","FR","PR",""
"ROTHSCHILD AND CIE BANQUE","PARIS","RCBPFRPP","RCBP","FR","PP",""
"SAARLB FRANCE","METZ","SALAFR2M","SALA","FR","2M",""
"SAFRAN","PARIS","SFRAFRPP","SFRA","FR","PP",""
"SAINT GOBAIN EMBALLAGE","PARIS","VERAFRPP","VERA","FR","PP",""
"SAMSIC","CESSON SEVIGNE","SAMSFR22","SAMS","FR","22",""
"SANOFI SA","PARIS","SAAVFRPP","SAAV","FR","PP",""
"SAS LE CREUSET","FRESNOY LE GRAND","SATEFR22","SATE","FR","22",""
"SCOR GLOBAL INVESTMENTS","PARIS","SCGIFRPP","SCGI","FR","PP",""
"SCOR SE","PARIS","SCTYFRPP","SCTY","FR","PP",""
"SEB S.A.","ECULLY","SKSAFR22","SKSA","FR","22",""
"SELECTION DISC ORGANISATION","DOMLOUP","SEDRFR22","SEDR","FR","22",""
"SG SECURITIES PARIS (SAS)","PARIS","SGSPFRPP","SGSP","FR","PP",""
"SGD PARFUMERIE FRANCE","PUTEAUX","SGDPFRPP","SGDP","FR","PP",""
"SGSS FAS","PARIS","EUVLFRPP","EUVL","FR","PP",""
"SIG FRANCE SAS","ALIZAY","SIGFFR2A","SIGF","FR","2A",""
"SNCF INTERSERVICES","PARIS","SNINFRPP","SNIN","FR","PP",""
"SOCIETE BIC","CLICHY","SOBCFR2P","SOBC","FR","2P",""
"SOCIETE CENTRALE DE CREDIT MARITIME MUTUEL","PARIS","CCBPFRPPMRT","CCBP","FR","PP","MRT"
"SOCIETE DE FINANCEMENT LOCAL","ISSY LES MOULINEAUX","SFILFRPP","SFIL","FR","PP",""
"SOCIETE D'IMPORTATION LECLERC SIPLEC","IVRY-SUR-SEINE","SILEFRPP","SILE","FR","PP",""
"SOCIETE GENERALE","AGEN","SOGEFRPPAGE","SOGE","FR","PP","AGE"
"SOCIETE GENERALE","AIX EN PROVENCE","SOGEFRPPAXP","SOGE","FR","PP","AXP"
"SOCIETE GENERALE","AJACCIO","SOGEFRPPAJA","SOGE","FR","PP","AJA"
"SOCIETE GENERALE","ALBI","SOGEFRPPALB","SOGE","FR","PP","ALB"
"SOCIETE GENERALE","ALENCON","SOGEFRPPALN","SOGE","FR","PP","ALN"
"SOCIETE GENERALE","ALES","SOGEFRPPALE","SOGE","FR","PP","ALE"
"SOCIETE GENERALE","AMIENS","SOGEFRPPAMI","SOGE","FR","PP","AMI"
"SOCIETE GENERALE","ANGERS","SOGEFRPPAGS","SOGE","FR","PP","AGS"
"SOCIETE GENERALE","ANGOULEME","SOGEFRPPANG","SOGE","FR","PP","ANG"
"SOCIETE GENERALE","ANNECY","SOGEFRPPANY","SOGE","FR","PP","ANY"
"SOCIETE GENERALE","ANNEMASSE","SOGEFRPPANS","SOGE","FR","PP","ANS"
"SOCIETE GENERALE","ANTIBES","SOGEFRPPANT","SOGE","FR","PP","ANT"
"SOCIETE GENERALE","ARCACHON","SOGEFRPPARC","SOGE","FR","PP","ARC"
"SOCIETE GENERALE","ARGENTEUIL","SOGEFRPPAGT","SOGE","FR","PP","AGT"
"SOCIETE GENERALE","ARLES","SOGEFRPPARL","SOGE","FR","PP","ARL"
"SOCIETE GENERALE","ARMENTIERES","SOGEFRPPARM","SOGE","FR","PP","ARM"
"SOCIETE GENERALE","ARRAS","SOGEFRPPARR","SOGE","FR","PP","ARR"
"SOCIETE GENERALE","ASNIERES SUR SEINE","SOGEFRPPASN","SOGE","FR","PP","ASN"
"SOCIETE GENERALE","AUBERVILLIERS","SOGEFRPPAUB","SOGE","FR","PP","AUB"
"SOCIETE GENERALE","AURILLAC","SOGEFRPPAUR","SOGE","FR","PP","AUR"
"SOCIETE GENERALE","AUXERRE","SOGEFRPPAUX","SOGE","FR","PP","AUX"
"SOCIETE GENERALE","AVIGNON","SOGEFRPPAVI","SOGE","FR","PP","AVI"
"SOCIETE GENERALE","BAR LE DUC","SOGEFRPPBLD","SOGE","FR","PP","BLD"
"SOCIETE GENERALE","BASTIA","SOGEFRPPBAS","SOGE","FR","PP","BAS"
"SOCIETE GENERALE","BAYONNE","SOGEFRPPBAY","SOGE","FR","PP","BAY"
"SOCIETE GENERALE","BEAUMONT SUR OISE","SOGEFRPPBSO","SOGE","FR","PP","BSO"
"SOCIETE GENERALE","BEAUNE","SOGEFRPPBEA","SOGE","FR","PP","BEA"
"SOCIETE GENERALE","BEAUVAIS","SOGEFRPPBEV","SOGE","FR","PP","BEV"
"SOCIETE GENERALE","BELFORT","SOGEFRPPBEF","SOGE","FR","PP","BEF"
"SOCIETE GENERALE","BESANCON","SOGEFRPPBES","SOGE","FR","PP","BES"
"SOCIETE GENERALE","BETHUNE","SOGEFRPPBET","SOGE","FR","PP","BET"
"SOCIETE GENERALE","BEZIERS","SOGEFRPPBEZ","SOGE","FR","PP","BEZ"
"SOCIETE GENERALE","BLOIS","SOGEFRPPBLO","SOGE","FR","PP","BLO"
"SOCIETE GENERALE","BOBIGNY","SOGEFRPPBOB","SOGE","FR","PP","BOB"
"SOCIETE GENERALE","BONDY","SOGEFRPPBON","SOGE","FR","PP","BON"
"SOCIETE GENERALE","BORDEAUX","SOGEFRPPBOI","SOGE","FR","PP","BOI"
"SOCIETE GENERALE","BORDEAUX","SOGEFRPPBOP","SOGE","FR","PP","BOP"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPOUE","SOGE","FR","PP","OUE"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPBIL","SOGE","FR","PP","BIL"
"SOCIETE GENERALE","BOULOGNE BILLANCOURT","SOGEFRPPBSS","SOGE","FR","PP","BSS"
"SOCIETE GENERALE","BOULOGNE SUR MER","SOGEFRPPBSM","SOGE","FR","PP","BSM"
"SOCIETE GENERALE","BOURG EN BRESSE","SOGEFRPPBEB","SOGE","FR","PP","BEB"
"SOCIETE GENERALE","BOURG LA REINE","SOGEFRPPBLR","SOGE","FR","PP","BLR"
"SOCIETE GENERALE","BOURGES","SOGEFRPPBOU","SOGE","FR","PP","BOU"
"SOCIETE GENERALE","BOURGOIN JALLIEU","SOGEFRPPBOJ","SOGE","FR","PP","BOJ"
"SOCIETE GENERALE","BREST","SOGEFRPPBRE","SOGE","FR","PP","BRE"
"SOCIETE GENERALE","BRIVE LA GAILLARDE","SOGEFRPPBRI","SOGE","FR","PP","BRI"
"SOCIETE GENERALE","BRUNOY","SOGEFRPPBRU","SOGE","FR","PP","BRU"
"SOCIETE GENERALE","CAEN","SOGEFRPPCAE","SOGE","FR","PP","CAE"
"SOCIETE GENERALE","CALAIS","SOGEFRPPCAL","SOGE","FR","PP","CAL"
"SOCIETE GENERALE","CAMBRAI","SOGEFRPPCAM","SOGE","FR","PP","CAM"
"SOCIETE GENERALE","CANNES","SOGEFRPPCAN","SOGE","FR","PP","CAN"
"SOCIETE GENERALE","CARCASSONNE","SOGEFRPPCAR","SOGE","FR","PP","CAR"
"SOCIETE GENERALE","CARPENTRAS","SOGEFRPPCAT","SOGE","FR","PP","CAT"
"SOCIETE GENERALE","CAUDRY","SOGEFRPPCAU","SOGE","FR","PP","CAU"
"SOCIETE GENERALE","CAVAILLON","SOGEFRPPCAV","SOGE","FR","PP","CAV"
"SOCIETE GENERALE","CERGY PONTOISE","SOGEFRPPCGY","SOGE","FR","PP","CGY"
"SOCIETE GENERALE","CHALON SUR SAONE","SOGEFRPPCSS","SOGE","FR","PP","CSS"
"SOCIETE GENERALE","CHALONS EN CHAMPAGNE","SOGEFRPPCSM","SOGE","FR","PP","CSM"
"SOCIETE GENERALE","CHAMBERY","SOGEFRPPCHY","SOGE","FR","PP","CHY"
"SOCIETE GENERALE","CHARLEVILLE MEZIERES","SOGEFRPPCHM","SOGE","FR","PP","CHM"
"SOCIETE GENERALE","CHARTRES","SOGEFRPPCHS","SOGE","FR","PP","CHS"
"SOCIETE GENERALE","CHATEAU THIERRY","SOGEFRPPCHT","SOGE","FR","PP","CHT"
"SOCIETE GENERALE","CHATEAUROUX","SOGEFRPPCHX","SOGE","FR","PP","CHX"
"SOCIETE GENERALE","CHATOU","SOGEFRPPCHA","SOGE","FR","PP","CHA"
"SOCIETE GENERALE","CHERBOURG","SOGEFRPPCHE","SOGE","FR","PP","CHE"
"SOCIETE GENERALE","CLERMONT FERRAND","SOGEFRPPCLF","SOGE","FR","PP","CLF"
"SOCIETE GENERALE","CLICHY","SOGEFRPPCLI","SOGE","FR","PP","CLI"
"SOCIETE GENERALE","COGNAC","SOGEFRPPCOG","SOGE","FR","PP","COG"
"SOCIETE GENERALE","COMPIEGNE","SOGEFRPPCOM","SOGE","FR","PP","COM"
"SOCIETE GENERALE","CONFLANS SAINTE HONORINE","SOGEFRPPCSH","SOGE","FR","PP","CSH"
"SOCIETE GENERALE","COURBEVOIE","SOGEFRPPCIG","SOGE","FR","PP","CIG"
"SOCIETE GENERALE","COURBEVOIE","SOGEFRPPDSE","SOGE","FR","PP","DSE"
"SOCIETE GENERALE","CREIL","SOGEFRPPCRE","SOGE","FR","PP","CRE"
"SOCIETE GENERALE","CREPY EN VALOIS","SOGEFRPPCEV","SOGE","FR","PP","CEV"
"SOCIETE GENERALE","CRETEIL","SOGEFRPPCRT","SOGE","FR","PP","CRT"
"SOCIETE GENERALE","DAX","SOGEFRPPDAX","SOGE","FR","PP","DAX"
"SOCIETE GENERALE","DIEPPE","SOGEFRPPDIE","SOGE","FR","PP","DIE"
"SOCIETE GENERALE","DIGOIN","SOGEFRPPDIG","SOGE","FR","PP","DIG"
"SOCIETE GENERALE","DIJON","SOGEFRPPDIJ","SOGE","FR","PP","DIJ"
"SOCIETE GENERALE","DOUAI","SOGEFRPPDOU","SOGE","FR","PP","DOU"
"SOCIETE GENERALE","DRAGUIGNAN","SOGEFRPPDRA","SOGE","FR","PP","DRA"
"SOCIETE GENERALE","DREUX","SOGEFRPPDRX","SOGE","FR","PP","DRX"
"SOCIETE GENERALE","DUNKERQUE","SOGEFRPPDUN","SOGE","FR","PP","DUN"
"SOCIETE GENERALE","ELBEUF","SOGEFRPPELB","SOGE","FR","PP","ELB"
"SOCIETE GENERALE","EPERNAY","SOGEFRPPEPY","SOGE","FR","PP","EPY"
"SOCIETE GENERALE","EPINAL","SOGEFRPPEPI","SOGE","FR","PP","EPI"
"SOCIETE GENERALE","ETAMPES","SOGEFRPPETA","SOGE","FR","PP","ETA"
"SOCIETE GENERALE","EVREUX","SOGEFRPPEVX","SOGE","FR","PP","EVX"
"SOCIETE GENERALE","EVRY","SOGEFRPPEVR","SOGE","FR","PP","EVR"
"SOCIETE GENERALE","FERNEY VOLTAIRE","SOGEFRPPFEV","SOGE","FR","PP","FEV"
"SOCIETE GENERALE","FOIX","SOGEFRPPFOX","SOGE","FR","PP","FOX"
"SOCIETE GENERALE","FONTAINEBLEAU","SOGEFRPPFON","SOGE","FR","PP","FON"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPGAR","SOGE","FR","PP","GAR"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPFBM","SOGE","FR","PP","FBM"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPHRS","SOGE","FR","PP","HRS"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPTPB","SOGE","FR","PP","TPB"
"SOCIETE GENERALE","FONTENAY SOUS BOIS","SOGEFRPPST2","SOGE","FR","PP","ST2"
"SOCIETE GENERALE","GRANVILLE","SOGEFRPPGRA","SOGE","FR","PP","GRA"
"SOCIETE GENERALE","GRASSE","SOGEFRPPGRS","SOGE","FR","PP","GRS"
"SOCIETE GENERALE","GRAULHET","SOGEFRPPGRL","SOGE","FR","PP","GRL"
"SOCIETE GENERALE","GRENOBLE","SOGEFRPPGRM","SOGE","FR","PP","GRM"
"SOCIETE GENERALE","GRENOBLE","SOGEFRPPGVH","SOGE","FR","PP","GVH"
"SOCIETE GENERALE","HOUILLES","SOGEFRPPHOU","SOGE","FR","PP","HOU"
"SOCIETE GENERALE","HYERES","SOGEFRPPHYE","SOGE","FR","PP","HYE"
"SOCIETE GENERALE","ISSY LES MOULINEAUX","SOGEFRPPILM","SOGE","FR","PP","ILM"
"SOCIETE GENERALE","IVRY-SUR-SEINE","SOGEFRPPIVS","SOGE","FR","PP","IVS"
"SOCIETE GENERALE","JUVISY SUR ORGE","SOGEFRPPJSO","SOGE","FR","PP","JSO"
"SOCIETE GENERALE","LA REOLE","SOGEFRPPLRE","SOGE","FR","PP","LRE"
"SOCIETE GENERALE","LA ROCHE SUR YON","SOGEFRPPLRY","SOGE","FR","PP","LRY"
"SOCIETE GENERALE","LA ROCHELLE","SOGEFRPPLRO","SOGE","FR","PP","LRO"
"SOCIETE GENERALE","LANGON","SOGEFRPPLGN","SOGE","FR","PP","LGN"
"SOCIETE GENERALE","LAON","SOGEFRPPLAO","SOGE","FR","PP","LAO"
"SOCIETE GENERALE","LAVAL","SOGEFRPPLAV","SOGE","FR","PP","LAV"
"SOCIETE GENERALE","LE HAVRE","SOGEFRPPLHA","SOGE","FR","PP","LHA"
"SOCIETE GENERALE","LE MANS","SOGEFRPPLEM","SOGE","FR","PP","LEM"
"SOCIETE GENERALE","LE RAINCY","SOGEFRPPRAI","SOGE","FR","PP","RAI"
"SOCIETE GENERALE","LENS","SOGEFRPPLEN","SOGE","FR","PP","LEN"
"SOCIETE GENERALE","LES MUREAUX","SOGEFRPPLMX","SOGE","FR","PP","LMX"
"SOCIETE GENERALE","LEVALLOIS PERRET","SOGEFRPPLEP","SOGE","FR","PP","LEP"
"SOCIETE GENERALE","LIBOURNE","SOGEFRPPLIB","SOGE","FR","PP","LIB"
"SOCIETE GENERALE","LILLE","SOGEFRPPLLM","SOGE","FR","PP","LLM"
"SOCIETE GENERALE","LILLE","SOGEFRPPLIN","SOGE","FR","PP","LIN"
"SOCIETE GENERALE","LIMOGES","SOGEFRPPLIM","SOGE","FR","PP","LIM"
"SOCIETE GENERALE","LISIEUX","SOGEFRPPLIS","SOGE","FR","PP","LIS"
"SOCIETE GENERALE","LONGJUMEAU","SOGEFRPPLGJ","SOGE","FR","PP","LGJ"
"SOCIETE GENERALE","LONGWY","SOGEFRPPLOG","SOGE","FR","PP","LOG"
"SOCIETE GENERALE","LONS LE SAUNIER","SOGEFRPPLLS","SOGE","FR","PP","LLS"
"SOCIETE GENERALE","LORIENT","SOGEFRPPLOR","SOGE","FR","PP","LOR"
"SOCIETE GENERALE","LOURDES","SOGEFRPPLDS","SOGE","FR","PP","LDS"
"SOCIETE GENERALE","LYON","SOGEFRPPLPA","SOGE","FR","PP","LPA"
"SOCIETE GENERALE","LYON","SOGEFRPPLYE","SOGE","FR","PP","LYE"
"SOCIETE GENERALE","LYON","SOGEFRPPLPD","SOGE","FR","PP","LPD"
"SOCIETE GENERALE","LYON","SOGEFRPPLYO","SOGE","FR","PP","LYO"
"SOCIETE GENERALE","LYON","SOGEFRPPLYP","SOGE","FR","PP","LYP"
"SOCIETE GENERALE","MACON","SOGEFRPPMAN","SOGE","FR","PP","MAN"
"SOCIETE GENERALE","MAISONS LAFFITTE","SOGEFRPPMAL","SOGE","FR","PP","MAL"
"SOCIETE GENERALE","MALAKOFF","SOGEFRPPMON","SOGE","FR","PP","MON"
"SOCIETE GENERALE","MANTES LA JOLIE","SOGEFRPPMLJ","SOGE","FR","PP","MLJ"
"SOCIETE GENERALE","MARIGNANE","SOGEFRPPMRG","SOGE","FR","PP","MRG"
"SOCIETE GENERALE","MARMANDE","SOGEFRPPMAR","SOGE","FR","PP","MAR"
"SOCIETE GENERALE","MARSEILLE","SOGEFRPPMAC","SOGE","FR","PP","MAC"
"SOCIETE GENERALE","MARSEILLE","SOGEFRPPMAP","SOGE","FR","PP","MAP"
"SOCIETE GENERALE","MASSY","SOGEFRPPMPL","SOGE","FR","PP","MPL"
"SOCIETE GENERALE","MAUBEUGE","SOGEFRPPMAU","SOGE","FR","PP","MAU"
"SOCIETE GENERALE","MAZAMET","SOGEFRPPMAZ","SOGE","FR","PP","MAZ"
"SOCIETE GENERALE","MEAUX","SOGEFRPPMEX","SOGE","FR","PP","MEX"
"SOCIETE GENERALE","MELUN","SOGEFRPPMEL","SOGE","FR","PP","MEL"
"SOCIETE GENERALE","METZ","SOGEFRPPMTZ","SOGE","FR","PP","MTZ"
"SOCIETE GENERALE","MILLAU","SOGEFRPPMIL","SOGE","FR","PP","MIL"
"SOCIETE GENERALE","MONT DE MARSAN","SOGEFRPPMDM","SOGE","FR","PP","MDM"
"SOCIETE GENERALE","MONTARGIS","SOGEFRPPMTG","SOGE","FR","PP","MTG"
"SOCIETE GENERALE","MONTAUBAN","SOGEFRPPMTB","SOGE","FR","PP","MTB"
"SOCIETE GENERALE","MONTBELIARD","SOGEFRPPMOT","SOGE","FR","PP","MOT"
"SOCIETE GENERALE","MONTELIMAR","SOGEFRPPMOR","SOGE","FR","PP","MOR"
"SOCIETE GENERALE","MONTLUCON","SOGEFRPPMOC","SOGE","FR","PP","MOC"
"SOCIETE GENERALE","MONTPELLIER","SOGEFRPPMOP","SOGE","FR","PP","MOP"
"SOCIETE GENERALE","MOULINS SUR ALLIER","SOGEFRPPMSA","SOGE","FR","PP","MSA"
"SOCIETE GENERALE","MULHOUSE","SOGEFRPPMUL","SOGE","FR","PP","MUL"
"SOCIETE GENERALE","NANCY","SOGEFRPPNAY","SOGE","FR","PP","NAY"
"SOCIETE GENERALE","NANTERRE","SOGEFRPPNAN","SOGE","FR","PP","NAN"
"SOCIETE GENERALE","NANTES","SOGEFRPPEDE","SOGE","FR","PP","EDE"
"SOCIETE GENERALE","NANTES","SOGEFRPPOPC","SOGE","FR","PP","OPC"
"SOCIETE GENERALE","NANTES","SOGEFRPPISE","SOGE","FR","PP","ISE"
"SOCIETE GENERALE","NANTES","SOGEFRPPBEN","SOGE","FR","PP","BEN"
"SOCIETE GENERALE","NANTES","SOGEFRPPTIT","SOGE","FR","PP","TIT"
"SOCIETE GENERALE","NANTES","SOGEFRPPNSL","SOGE","FR","PP","NSL"
"SOCIETE GENERALE","NEUILLY SUR SEINE","SOGEFRPPNSS","SOGE","FR","PP","NSS"
"SOCIETE GENERALE","NEVERS","SOGEFRPPNVS","SOGE","FR","PP","NVS"
"SOCIETE GENERALE","NICE","SOGEFRPPNIO","SOGE","FR","PP","NIO"
"SOCIETE GENERALE","NICE","SOGEFRPPNJM","SOGE","FR","PP","NJM"
"SOCIETE GENERALE","NIMES","SOGEFRPPNMS","SOGE","FR","PP","NMS"
"SOCIETE GENERALE","NIORT","SOGEFRPPNIT","SOGE","FR","PP","NIT"
"SOCIETE GENERALE","NOYON","SOGEFRPPNOY","SOGE","FR","PP","NOY"
"SOCIETE GENERALE","NUITS SAINT GEORGES","SOGEFRPPNUI","SOGE","FR","PP","NUI"
"SOCIETE GENERALE","ORLEANS","SOGEFRPPORL","SOGE","FR","PP","ORL"
"SOCIETE GENERALE","PANTIN","SOGEFRPPPAN","SOGE","FR","PP","PAN"
"SOCIETE GENERALE","PARIS","SOGEFRPPEXO","SOGE","FR","PP","EXO"
"SOCIETE GENERALE","PARIS","SOGEFRPPCEN","SOGE","FR","PP","CEN"
"SOCIETE GENERALE","PARIS","SOGEFRPPCOP","SOGE","FR","PP","COP"
"SOCIETE GENERALE","PARIS","SOGEFRPPADB","SOGE","FR","PP","ADB"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFI","SOGE","FR","PP","AFI"
"SOCIETE GENERALE","PARIS","SOGEFRPPAGI","SOGE","FR","PP","AGI"
"SOCIETE GENERALE","PARIS","SOGEFRPPAG2","SOGE","FR","PP","AG2"
"SOCIETE GENERALE","PARIS","SOGEFRPPBCK","SOGE","FR","PP","BCK"
"SOCIETE GENERALE","PARIS","SOGEFRPPBMP","SOGE","FR","PP","BMP"
"SOCIETE GENERALE","PARIS","SOGEFRPPSGS","SOGE","FR","PP","SGS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFX","SOGE","FR","PP","AFX"
"SOCIETE GENERALE","PARIS","SOGEFRPPEOM","SOGE","FR","PP","EOM"
"SOCIETE GENERALE","PARIS","SOGEFRPPCLS","SOGE","FR","PP","CLS"
"SOCIETE GENERALE","PARIS","SOGEFRPPADI","SOGE","FR","PP","ADI"
"SOCIETE GENERALE","PARIS","SOGEFRPPEXT","SOGE","FR","PP","EXT"
"SOCIETE GENERALE","PARIS","SOGEFRPPPEE","SOGE","FR","PP","PEE"
"SOCIETE GENERALE","PARIS","SOGEFRPPFIN","SOGE","FR","PP","FIN"
"SOCIETE GENERALE","PARIS","SOGEFRPPONE","SOGE","FR","PP","ONE"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSS","SOGE","FR","PP","GSS"
"SOCIETE GENERALE","PARIS","SOGEFRPPLUX","SOGE","FR","PP","LUX"
"SOCIETE GENERALE","PARIS","SOGEFRPPLDE","SOGE","FR","PP","LDE"
"SOCIETE GENERALE","PARIS","SOGEFRPPIBL","SOGE","FR","PP","IBL"
"SOCIETE GENERALE","PARIS","SOGEFRPPCBS","SOGE","FR","PP","CBS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAOA","SOGE","FR","PP","AOA"
"SOCIETE GENERALE","PARIS","SOGEFRPPOBA","SOGE","FR","PP","OBA"
"SOCIETE GENERALE","PARIS","SOGEFRPPANB","SOGE","FR","PP","ANB"
"SOCIETE GENERALE","PARIS","SOGEFRPPRRC","SOGE","FR","PP","RRC"
"SOCIETE GENERALE","PARIS","SOGEFRPPABO","SOGE","FR","PP","ABO"
"SOCIETE GENERALE","PARIS","SOGEFRPPBML","SOGE","FR","PP","BML"
"SOCIETE GENERALE","PARIS","SOGEFRPPAJC","SOGE","FR","PP","AJC"
"SOCIETE GENERALE","PARIS","SOGEFRPPCTE","SOGE","FR","PP","CTE"
"SOCIETE GENERALE","PARIS","SOGEFRPPBXC","SOGE","FR","PP","BXC"
"SOCIETE GENERALE","PARIS","SOGEFRPPUCR","SOGE","FR","PP","UCR"
"SOCIETE GENERALE","PARIS","SOGEFRPPBFD","SOGE","FR","PP","BFD"
"SOCIETE GENERALE","PARIS","SOGEFRPPAED","SOGE","FR","PP","AED"
"SOCIETE GENERALE","PARIS","SOGEFRPPWLF","SOGE","FR","PP","WLF"
"SOCIETE GENERALE","PARIS","SOGEFRPPAZF","SOGE","FR","PP","AZF"
"SOCIETE GENERALE","PARIS","SOGEFRPPAUG","SOGE","FR","PP","AUG"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSG","SOGE","FR","PP","GSG"
"SOCIETE GENERALE","PARIS","SOGEFRPPALG","SOGE","FR","PP","ALG"
"SOCIETE GENERALE","PARIS","SOGEFRPPAGK","SOGE","FR","PP","AGK"
"SOCIETE GENERALE","PARIS","SOGEFRPPBMA","SOGE","FR","PP","BMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPAKT","SOGE","FR","PP","AKT"
"SOCIETE GENERALE","PARIS","SOGEFRPPFMA","SOGE","FR","PP","FMA"
"SOCIETE GENERALE","PARIS","SOGEFRPPAMM","SOGE","FR","PP","AMM"
"SOCIETE GENERALE","PARIS","SOGEFRPPLPC","SOGE","FR","PP","LPC"
"SOCIETE GENERALE","PARIS","SOGEFRPPHPO","SOGE","FR","PP","HPO"
"SOCIETE GENERALE","PARIS","SOGEFRPPKPA","SOGE","FR","PP","KPA"
"SOCIETE GENERALE","PARIS","SOGEFRPPJLH","SOGE","FR","PP","JLH"
"SOCIETE GENERALE","PARIS","SOGEFRPPRAS","SOGE","FR","PP","RAS"
"SOCIETE GENERALE","PARIS","SOGEFRPPBKR","SOGE","FR","PP","BKR"
"SOCIETE GENERALE","PARIS","SOGEFRPPRIG","SOGE","FR","PP","RIG"
"SOCIETE GENERALE","PARIS","SOGEFRPPGSM","SOGE","FR","PP","GSM"
"SOCIETE GENERALE","PARIS","SOGEFRPPAFS","SOGE","FR","PP","AFS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAPS","SOGE","FR","PP","APS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAIS","SOGE","FR","PP","AIS"
"SOCIETE GENERALE","PARIS","SOGEFRPPAXT","SOGE","FR","PP","AXT"
"SOCIETE GENERALE","PARIS","SOGEFRPPPVL","SOGE","FR","PP","PVL"
