"Banque","Ville","Code BIC","Code Banque","Code Pays 2c","Code Localité","Code agence"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","AVIGNON","BNPAFRPPAVI","BNPA","FR","PP","AVI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BAYONNE","BNPAFRPPBAY","BNPA","FR","PP","BAY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BEAUVAIS","BNPAFRPPBVS","BNPA","FR","PP","BVS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BESANCON","BNPAFRPPBSC","BNPA","FR","PP","BSC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BORDEAUX","BNPAFRPPBOR","BNPA","FR","PP","BOR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BORDEAUX","BNPAFRPPBOT","BNPA","FR","PP","BOT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BORDEAUX","BNPAFRPPSAE","BNPA","FR","PP","SAE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BREST","BNPAFRPPBRE","BNPA","FR","PP","BRE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","BRIVE LA GAILLARDE","BNPAFRPPBRV","BNPA","FR","PP","BRV"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CAEN","BNPAFRPPCAE","BNPA","FR","PP","CAE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CANNES","BNPAFRPPCAN","BNPA","FR","PP","CAN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CERGY PONTOISE","BNPAFRPPCER","BNPA","FR","PP","CER"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CHALON SUR SAONE","BNPAFRPPCHL","BNPA","FR","PP","CHL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CHARTRES","BNPAFRPPCHS","BNPA","FR","PP","CHS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CLERMONT FERRAND","BNPAFRPPCLF","BNPA","FR","PP","CLF"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CREIL","BNPAFRPPCRE","BNPA","FR","PP","CRE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","CRETEIL","BNPAFRPPCRT","BNPA","FR","PP","CRT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","DIJON","BNPAFRPPBGE","BNPA","FR","PP","BGE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","DIJON","BNPAFRPPDIJ","BNPA","FR","PP","DIJ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","DINAN","BNPAFRPPDIN","BNPA","FR","PP","DIN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","DUNKERQUE","BNPAFRPPDUN","BNPA","FR","PP","DUN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ENGHIEN LES BAINS","BNPAFRPPENG","BNPA","FR","PP","ENG"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","EPINAL","BNPAFRPPEPL","BNPA","FR","PP","EPL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","EVRY","BNPAFRPPEVY","BNPA","FR","PP","EVY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","GAP","BNPAFRPPGAP","BNPA","FR","PP","GAP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","GENNEVILLIERS","BNPAFRPPGNV","BNPA","FR","PP","GNV"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","GRENOBLE","BNPAFRPPAAE","BNPA","FR","PP","AAE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","GRENOBLE","BNPAFRPPGRE","BNPA","FR","PP","GRE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","IVRY-SUR-SEINE","BNPAFRPPIVR","BNPA","FR","PP","IVR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LA ROCHELLE","BNPAFRPPROC","BNPA","FR","PP","ROC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LE HAVRE","BNPAFRPPHAV","BNPA","FR","PP","HAV"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LE MANS","BNPAFRPPMAN","BNPA","FR","PP","MAN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LILLE","BNPAFRPPNFE","BNPA","FR","PP","NFE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LILLE","BNPAFRPPLIL","BNPA","FR","PP","LIL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LOGNES","BNPAFRPPLMV","BNPA","FR","PP","LMV"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LORIENT","BNPAFRPPLOR","BNPA","FR","PP","LOR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LYON","BNPAFRPPVBE","BNPA","FR","PP","VBE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LYON","BNPAFRPPLPD","BNPA","FR","PP","LPD"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","LYON","BNPAFRPPTAS","BNPA","FR","PP","TAS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MANTES LA JOLIE","BNPAFRPPMNT","BNPA","FR","PP","MNT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MARSEILLE","BNPAFRPPMED","BNPA","FR","PP","MED"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MARSEILLE","BNPAFRPPMEE","BNPA","FR","PP","MEE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MARSEILLE","BNPAFRPPMAR","BNPA","FR","PP","MAR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MASSY","BNPAFRPPMAS","BNPA","FR","PP","MAS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MELUN","BNPAFRPPMEL","BNPA","FR","PP","MEL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","METZ","BNPAFRPPMTZ","BNPA","FR","PP","MTZ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MONTPELLIER","BNPAFRPPMPL","BNPA","FR","PP","MPL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","MULHOUSE","BNPAFRPPMUL","BNPA","FR","PP","MUL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NANCY","BNPAFRPPCNA","BNPA","FR","PP","CNA"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NANCY","BNPAFRPPNCY","BNPA","FR","PP","NCY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NANTES","BNPAFRPPVLE","BNPA","FR","PP","VLE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NANTES","BNPAFRPPNAN","BNPA","FR","PP","NAN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NEUILLY SUR SEINE","BNPAFRPPNEU","BNPA","FR","PP","NEU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NICE","BNPAFRPPNIC","BNPA","FR","PP","NIC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","NIMES","BNPAFRPPNIM","BNPA","FR","PP","NIM"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ORLEANS","BNPAFRPPORE","BNPA","FR","PP","ORE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ORLEANS","BNPAFRPPORL","BNPA","FR","PP","ORL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPANI","BNPA","FR","PP","ANI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPPP","BNPA","FR","PP","PPP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPAA","BNPA","FR","PP","PAA"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPBQ","BNPA","FR","PP","PBQ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCHQ","BNPA","FR","PP","CHQ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPAFE","BNPA","FR","PP","AFE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPAEA","BNPA","FR","PP","AEA"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPBFI","BNPA","FR","PP","BFI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPEMC","BNPA","FR","PP","EMC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPBY","BNPA","FR","PP","PBY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPP032","BNPA","FR","PP","032"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPP038","BNPA","FR","PP","038"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPP039","BNPA","FR","PP","039"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPBU","BNPA","FR","PP","PBU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPICE","BNPA","FR","PP","ICE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIFS","BNPA","FR","PP","IFS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIPI","BNPA","FR","PP","IPI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPAE","BNPA","FR","PP","PAE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCPI","BNPA","FR","PP","CPI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCFD","BNPA","FR","PP","CFD"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPCE","BNPA","FR","PP","PCE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCDE","BNPA","FR","PP","CDE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCIT","BNPA","FR","PP","CIT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPSCE","BNPA","FR","PP","SCE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPLZ","BNPA","FR","PP","PLZ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPMPE","BNPA","FR","PP","MPE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPACH","BNPA","FR","PP","ACH"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCFI","BNPA","FR","PP","CFI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCSP","BNPA","FR","PP","CSP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPFND","BNPA","FR","PP","FND"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPGN","BNPA","FR","PP","PGN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPAK","BNPA","FR","PP","PAK"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPICP","BNPA","FR","PP","ICP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPCP","BNPA","FR","PP","PCP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPP","BNPA","FR","PP",""
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIFE","BNPA","FR","PP","IFE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIFN","BNPA","FR","PP","IFN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIFO","BNPA","FR","PP","IFO"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPIBF","BNPA","FR","PP","IBF"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPINT","BNPA","FR","PP","INT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPTX","BNPA","FR","PP","PTX"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPLAE","BNPA","FR","PP","LAE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPMDE","BNPA","FR","PP","MDE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPXV","BNPA","FR","PP","PXV"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPFXC","BNPA","FR","PP","FXC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPOP","BNPA","FR","PP","POP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPAC","BNPA","FR","PP","PAC"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPVD","BNPA","FR","PP","PVD"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPEE","BNPA","FR","PP","PEE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPGA","BNPA","FR","PP","PGA"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPRG","BNPA","FR","PP","PRG"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPSU","BNPA","FR","PP","PSU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPKL","BNPA","FR","PP","PKL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPTTN","BNPA","FR","PP","TTN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPTE","BNPA","FR","PP","PTE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPGB","BNPA","FR","PP","PGB"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPTSZ","BNPA","FR","PP","TSZ"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCCS","BNPA","FR","PP","CCS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPCTG","BNPA","FR","PP","CTG"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPDEF","BNPA","FR","PP","DEF"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPGAI","BNPA","FR","PP","GAI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PARIS","BNPAFRPPPBP","BNPA","FR","PP","PBP"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PAU","BNPAFRPPPAU","BNPA","FR","PP","PAU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","PERPIGNAN","BNPAFRPPPPG","BNPA","FR","PP","PPG"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","POITIERS","BNPAFRPPPOI","BNPA","FR","PP","POI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","REIMS","BNPAFRPPCRM","BNPA","FR","PP","CRM"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","REIMS","BNPAFRPPRMS","BNPA","FR","PP","RMS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","RENNES","BNPAFRPPCRN","BNPA","FR","PP","CRN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","RENNES","BNPAFRPPREN","BNPA","FR","PP","REN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ROANNE","BNPAFRPPROA","BNPA","FR","PP","ROA"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ROISSY EN FRANCE","BNPAFRPPROI","BNPA","FR","PP","ROI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ROUBAIX","BNPAFRPPRBX","BNPA","FR","PP","RBX"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ROUEN","BNPAFRPPCRO","BNPA","FR","PP","CRO"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","ROUEN","BNPAFRPPROU","BNPA","FR","PP","ROU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT DENIS","BNPAFRPPBGT","BNPA","FR","PP","BGT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT ETIENNE","BNPAFRPPETI","BNPA","FR","PP","ETI"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT GERMAIN EN LAYE","BNPAFRPPLAY","BNPA","FR","PP","LAY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT MANDE TOURELLE","BNPAFRPPMDT","BNPA","FR","PP","MDT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT QUENTIN","BNPAFRPPQUE","BNPA","FR","PP","QUE"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","SAINT QUENTIN EN YVELINES","BNPAFRPPSQY","BNPA","FR","PP","SQY"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","STRASBOURG","BNPAFRPPCST","BNPA","FR","PP","CST"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","STRASBOURG","BNPAFRPPSTR","BNPA","FR","PP","STR"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","TOULON","BNPAFRPPTLN","BNPA","FR","PP","TLN"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","TOULOUSE","BNPAFRPPCTO","BNPA","FR","PP","CTO"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","TOULOUSE","BNPAFRPPTLS","BNPA","FR","PP","TLS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","TOURS","BNPAFRPPTOU","BNPA","FR","PP","TOU"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","TROYES","BNPAFRPPTRO","BNPA","FR","PP","TRO"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","VAL DE SEINE","BNPAFRPPBBT","BNPA","FR","PP","BBT"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","VALENCE","BNPAFRPPVAL","BNPA","FR","PP","VAL"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","VALENCIENNES","BNPAFRPPVCS","BNPA","FR","PP","VCS"
"BNP-PARIBAS SA (FORMERLY BANQUE NATIONALE DE PARIS S.A.)","VERSAILLES","BNPAFRPPVRS","BNPA","FR","PP","VRS"
"BOA-FRANCE","PARIS","AFRIFRPP","AFRI","FR","PP",""
"BOISSIERE FINANCE","RUEIL MALMAISON","SCHNFR22","SCHN","FR","22",""
"BOLLORE SA","PUTEAUX","BOLLFR22","BOLL","FR","22",""
"BONDUELLE S.A.","RENESCURE","BNDUFR22","BNDU","FR","22",""
"BONNA SABLA SA","PARIS","BONAFRPP","BONA","FR","PP",""
"BOURSE DIRECT SA","PARIS","BDIRFRPP","BDIR","FR","PP",""
"BOURSORAMA","BOULOGNE BILLANCOURT","BOUSFRPP","BOUS","FR","PP",""
"BOURSORAMA","BOULOGNE BILLANCOURT","BOUSFRPPBDF","BOUS","FR","PP","BDF"
"BOUYGUES CONSTRUCTION","GUYANCOURT","BYCNFR22","BYCN","FR","22",""
"BOUYGUES IMMOBILIER","ISSY LES MOULINEAUX","BYIMFR22","BYIM","FR","22",""
"BOX AND AUTOMATION SOLUTION","PARIS","BOXXFRPP","BOXX","FR","PP",""
"BPCE","PARIS","BPCEFRPP","BPCE","FR","PP",""
"BPCE DEFI","PARIS","SDBFFRPP","SDBF","FR","PP",""
"BPIFRANCE FINANCEMENT","MAISONS ALFORT","CPMEFRPP","CPME","FR","PP",""
"BRED BANQUE POPULAIRE","PARIS","BREDFRPP","BRED","FR","PP",""
"BRED BANQUE POPULAIRE","PARIS","BREDFRPPFDF","BRED","FR","PP","FDF"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPPTRE","BRED","FR","PP","TRE"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPP637","BRED","FR","PP","637"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPP638","BRED","FR","PP","638"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPPAXL","BRED","FR","PP","AXL"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPPKUS","BRED","FR","PP","KUS"
"BRED BANQUE POPULAIRE","PARIS","BREDFRPPKYR","BRED","FR","PP","KYR"
"BRED GESTION","PARIS","BRGEFRPP","BRGE","FR","PP",""
"BULL","LES CLAYES SOUS BOIS","BUSAFRPP","BUSA","FR","PP",""
"BYBLOS BANK EUROPE S.A. (PARIS BRANCH)","PARIS","BYBBFRPP","BYBB","FR","PP",""
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPOEM","SIBL","FR","PP","OEM"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPOES","SIBL","FR","PP","OES"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPTRM","SIBL","FR","PP","TRM"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPTRS","SIBL","FR","PP","TRS"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPSCM","SIBL","FR","PP","SCM"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPPSCS","SIBL","FR","PP","SCS"
"CA INDOSUEZ PRIVATE BANKING","PARIS","SIBLFRPP","SIBL","FR","PP",""
"CACEIS BANK FRANCE","PARIS","ISAEFRPPMID","ISAE","FR","PP","MID"
"CACEIS BANK FRANCE","PARIS","ISAEFRPP","ISAE","FR","PP",""
"CACEIS BANK FRANCE","PARIS","ISAEFRPPETC","ISAE","FR","PP","ETC"
"CACEIS BANK FRANCE","PARIS","ISAEFRPPEXT","ISAE","FR","PP","EXT"
"CACEIS FUND ADMINISTRATION","PARIS","FNETFRPP","FNET","FR","PP",""
"CACI - CREDIT AGRICOLE CREDITOR INSURANCE SA","PARIS","AGRJFRPP","AGRJ","FR","PP",""
"CAISSE CENTRALE DU CREDIT IMMOBILIER DE FRANCE","PARIS","CCIFFRPP","CCIF","FR","PP",""
"CAISSE D'EPARGNE AQUITAINE POITOU CHARENTES","BORDEAUX","CEPAFRPP333","CEPA","FR","PP","333"
"CAISSE D'EPARGNE AUVERGNE LIMOUSIN","CLERMONT FERRAND","CEPAFRPP871","CEPA","FR","PP","871"
"CAISSE D'EPARGNE BRETAGNE PAYS DE LOIRE","NANTES","CEPAFRPP444","CEPA","FR","PP","444"
"CAISSE D'EPARGNE COTE D'AZUR","NICE","CEPAFRPP831","CEPA","FR","PP","831"
"CAISSE D'EPARGNE D'ALSACE","STRASBOURG","CEPAFRPP670","CEPA","FR","PP","670"
"CAISSE D'EPARGNE DE BOURGOGNE FRANCHE-COMTE","DIJON","CEPAFRPP213","CEPA","FR","PP","213"
"CAISSE D'EPARGNE DE LOIRE DROME ARDECHE","SAINT ETIENNE","CEPAFRPP426","CEPA","FR","PP","426"
"CAISSE D'EPARGNE DE LORRAINE CHAMPAGNE-ARDENNE","METZ","CEPAFRPP513","CEPA","FR","PP","513"
"CAISSE D'EPARGNE DE MIDI PYRENEES","TOULOUSE","CEPAFRPP313","CEPA","FR","PP","313"
"CAISSE D'EPARGNE DE PICARDIE","AMIENS","CEPAFRPP802","CEPA","FR","PP","802"
"CAISSE D'EPARGNE DU LANGUEDOC ROUSSILLON","MONTPELLIER","CEPAFRPP348","CEPA","FR","PP","348"
